Transaction Code,Customer Id,Age,Job,Marital,Education,Default,Account Balance,Housing,Loan,Contact,Day,Month,Date,Call Duration,Campaign Id,Campaign,Time Between Campaigns,# of Calls,Campaign Success,Purchased Product
4-4466-3873X,4466,38,management,single,tertiary,no,623,no,no,cellular,28,jun,6/28/2015,297,4,Life Insurance,144,4,other,yes
4-4470-3874X,4470,36,management,divorced,tertiary,no,0,no,no,cellular,28,aug,8/28/2015,81,4,Life Insurance,-1,0,unknown,no
4-4472-3875X,4472,59,management,married,unknown,no,3534,no,no,cellular,21,nov,11/21/2015,216,4,Life Insurance,-1,0,unknown,no
4-4485-3876X,4485,38,management,married,tertiary,no,3436,no,no,cellular,21,nov,11/21/2015,663,4,Life Insurance,-1,0,unknown,yes
4-4491-3877X,4491,58,admin.,married,secondary,no,3496,yes,no,unknown,2,jun,6/2/2015,111,4,Life Insurance,-1,0,unknown,no
4-4502-3878X,4502,34,management,married,tertiary,no,297,yes,no,cellular,26,aug,8/26/2015,63,4,Life Insurance,-1,0,unknown,no
4-4507-3879X,4507,42,unemployed,divorced,tertiary,no,-166,no,no,cellular,29,aug,8/29/2015,85,4,Life Insurance,-1,0,unknown,no
4-4515-3880X,4515,38,blue-collar,married,secondary,no,1205,yes,no,cellular,20,apr,4/20/2015,45,4,Life Insurance,153,1,failure,no
4-4520-3881X,4520,28,blue-collar,married,secondary,no,1137,no,no,cellular,6,feb,2/6/2015,129,4,Life Insurance,211,3,other,no
5-17-3882X,17,56,technician,married,secondary,no,4073,no,no,cellular,27,aug,8/27/2015,239,5,Life Insurance,-1,0,unknown,no
5-74-3883X,74,41,services,married,tertiary,no,412,yes,no,unknown,3,jun,6/3/2015,154,5,Life Insurance,-1,0,unknown,no
5-95-3884X,95,57,blue-collar,married,secondary,no,14093,no,no,cellular,11,aug,8/11/2015,231,5,Life Insurance,-1,0,unknown,no
5-112-3885X,112,58,management,married,tertiary,no,1517,yes,no,telephone,29,jul,7/29/2015,7,5,Life Insurance,-1,0,unknown,no
5-113-3886X,113,32,self-employed,married,secondary,no,217,yes,yes,cellular,15,jul,7/15/2015,317,5,Life Insurance,-1,0,unknown,no
5-148-3887X,148,48,technician,married,secondary,no,1152,yes,no,cellular,21,jul,7/21/2015,168,5,Life Insurance,-1,0,unknown,no
5-183-3888X,183,34,admin.,single,secondary,no,6979,yes,no,cellular,15,may,5/15/2015,14,5,Life Insurance,-1,0,unknown,no
5-222-3889X,222,37,technician,married,secondary,no,4030,yes,no,unknown,26,may,5/26/2015,178,5,Life Insurance,-1,0,unknown,no
5-252-3890X,252,32,management,married,tertiary,no,2349,no,no,cellular,14,aug,8/14/2015,134,5,Life Insurance,-1,0,unknown,no
5-289-3891X,289,41,management,married,tertiary,no,49,yes,no,cellular,17,jul,7/17/2015,312,5,Life Insurance,-1,0,unknown,no
5-294-3892X,294,53,technician,divorced,secondary,no,0,yes,yes,cellular,15,jul,7/15/2015,135,5,Life Insurance,-1,0,unknown,no
5-300-3893X,300,32,blue-collar,married,secondary,no,759,yes,no,cellular,9,apr,4/9/2015,317,5,Life Insurance,-1,0,unknown,yes
5-308-3894X,308,38,unemployed,married,primary,no,1147,yes,yes,unknown,8,may,5/8/2015,249,5,Life Insurance,-1,0,unknown,no
5-371-3895X,371,58,housemaid,married,tertiary,no,497,no,no,unknown,11,jun,6/11/2015,138,5,Life Insurance,-1,0,unknown,no
5-398-3896X,398,37,technician,single,tertiary,no,6101,no,no,cellular,4,may,5/4/2015,60,5,Life Insurance,87,1,success,no
5-438-3897X,438,27,admin.,single,secondary,no,619,yes,no,cellular,20,apr,4/20/2015,16,5,Life Insurance,322,4,other,no
5-501-3898X,501,32,management,single,tertiary,no,12607,no,no,cellular,14,aug,8/14/2015,203,5,Life Insurance,84,1,failure,no
5-503-3899X,503,31,management,married,tertiary,no,13,no,no,cellular,28,aug,8/28/2015,110,5,Life Insurance,-1,0,unknown,no
5-508-3900X,508,42,self-employed,divorced,tertiary,no,360,yes,no,unknown,24,jun,6/24/2015,110,5,Life Insurance,-1,0,unknown,no
5-548-3901X,548,54,management,married,tertiary,no,0,no,no,cellular,16,jul,7/16/2015,118,5,Life Insurance,-1,0,unknown,no
5-574-3902X,574,81,retired,married,secondary,no,1,no,no,cellular,19,aug,8/19/2015,65,5,Life Insurance,-1,0,unknown,no
5-637-3903X,637,41,blue-collar,divorced,primary,no,2195,yes,no,unknown,3,jun,6/3/2015,211,5,Life Insurance,-1,0,unknown,no
5-639-3904X,639,35,blue-collar,divorced,secondary,no,275,no,yes,cellular,10,jul,7/10/2015,144,5,Life Insurance,-1,0,unknown,no
5-662-3905X,662,28,management,single,tertiary,no,0,yes,no,cellular,16,jul,7/16/2015,767,5,Life Insurance,-1,0,unknown,yes
5-687-3906X,687,47,management,married,tertiary,no,7708,yes,no,cellular,21,nov,11/21/2015,157,5,Life Insurance,-1,0,unknown,no
5-688-3907X,688,35,blue-collar,married,primary,no,-12,yes,no,unknown,12,may,5/12/2015,212,5,Life Insurance,-1,0,unknown,no
5-690-3908X,690,30,technician,single,tertiary,no,60,yes,yes,unknown,7,may,5/7/2015,306,5,Life Insurance,-1,0,unknown,no
5-789-3909X,789,43,technician,married,secondary,no,764,yes,no,cellular,14,jul,7/14/2015,557,5,Life Insurance,-1,0,unknown,no
5-860-3911X,860,51,entrepreneur,divorced,tertiary,no,4,yes,yes,cellular,20,apr,4/20/2015,74,5,Life Insurance,-1,0,unknown,no
5-891-3912X,891,40,blue-collar,married,primary,no,1206,no,yes,telephone,16,jul,7/16/2015,201,5,Life Insurance,-1,0,unknown,no
5-964-3913X,964,34,blue-collar,single,secondary,no,3723,yes,no,unknown,27,may,5/27/2015,47,5,Life Insurance,-1,0,unknown,no
5-987-3914X,987,56,management,divorced,tertiary,no,1016,yes,no,unknown,9,jun,6/9/2015,184,5,Life Insurance,-1,0,unknown,no
5-1000-3915X,1000,20,student,single,secondary,no,291,no,no,telephone,11,may,5/11/2015,172,5,Life Insurance,371,5,failure,no
5-1017-3916X,1017,36,blue-collar,married,secondary,no,439,yes,no,unknown,21,may,5/21/2015,260,5,Life Insurance,-1,0,unknown,no
5-1072-3917X,1072,38,blue-collar,married,secondary,no,0,yes,no,cellular,13,may,5/13/2015,57,5,Life Insurance,349,1,other,no
5-1082-3918X,1082,48,admin.,married,secondary,no,112,no,no,cellular,18,aug,8/18/2015,139,5,Life Insurance,-1,0,unknown,no
5-1090-3919X,1090,52,services,married,primary,no,14,no,yes,cellular,28,jul,7/28/2015,55,5,Life Insurance,-1,0,unknown,no
5-1092-3920X,1092,50,blue-collar,married,primary,no,0,no,no,cellular,11,aug,8/11/2015,72,5,Life Insurance,-1,0,unknown,no
5-1118-3921X,1118,42,technician,single,tertiary,no,-411,yes,no,cellular,12,may,5/12/2015,78,5,Life Insurance,292,3,failure,no
5-1141-3922X,1141,36,management,single,tertiary,no,3875,yes,no,unknown,27,may,5/27/2015,21,5,Life Insurance,-1,0,unknown,no
5-1161-3923X,1161,38,blue-collar,divorced,secondary,no,157,no,no,unknown,9,jun,6/9/2015,299,5,Life Insurance,-1,0,unknown,no
5-1196-3924X,1196,59,self-employed,married,tertiary,no,185,no,no,cellular,22,jun,6/22/2015,177,5,Life Insurance,138,1,failure,no
5-1208-3925X,1208,36,entrepreneur,married,primary,no,177,yes,no,unknown,12,may,5/12/2015,63,5,Life Insurance,-1,0,unknown,no
5-1230-3926X,1230,27,blue-collar,single,primary,no,-79,yes,no,unknown,30,may,5/30/2015,385,5,Life Insurance,-1,0,unknown,no
5-1236-3927X,1236,32,services,married,secondary,no,-632,yes,yes,cellular,20,apr,4/20/2015,18,5,Life Insurance,-1,0,unknown,no
5-1261-3928X,1261,33,services,single,secondary,no,-56,no,yes,cellular,10,jul,7/10/2015,119,5,Life Insurance,-1,0,unknown,no
5-1269-3929X,1269,30,admin.,married,secondary,no,0,no,no,cellular,15,jul,7/15/2015,127,5,Life Insurance,-1,0,unknown,no
5-1298-3930X,1298,32,management,single,tertiary,no,41,no,no,cellular,21,aug,8/21/2015,686,5,Life Insurance,-1,0,unknown,yes
5-1337-3931X,1337,26,blue-collar,single,secondary,no,856,yes,yes,cellular,30,jul,7/30/2015,95,5,Life Insurance,-1,0,unknown,no
5-1341-3932X,1341,48,technician,married,secondary,no,127,no,yes,cellular,7,aug,8/7/2015,524,5,Life Insurance,-1,0,unknown,no
5-1374-3933X,1374,56,blue-collar,married,primary,no,379,no,no,cellular,13,aug,8/13/2015,58,5,Life Insurance,-1,0,unknown,no
5-1405-3934X,1405,50,management,married,tertiary,no,0,no,no,cellular,9,jul,7/9/2015,243,5,Life Insurance,-1,0,unknown,no
5-1409-3935X,1409,49,blue-collar,divorced,unknown,no,39,yes,no,cellular,13,may,5/13/2015,27,5,Life Insurance,-1,0,unknown,no
5-1423-3936X,1423,79,retired,married,secondary,no,4738,no,no,telephone,9,jul,7/9/2015,151,5,Life Insurance,-1,0,unknown,no
5-1425-3937X,1425,32,student,single,tertiary,no,0,no,no,cellular,6,aug,8/6/2015,101,5,Life Insurance,3,6,other,no
5-1432-3938X,1432,59,retired,single,secondary,no,351,yes,no,unknown,27,may,5/27/2015,1063,5,Life Insurance,-1,0,unknown,yes
5-1439-3939X,1439,57,retired,married,primary,no,2927,no,yes,telephone,30,jul,7/30/2015,78,5,Life Insurance,-1,0,unknown,no
5-1466-3940X,1466,39,services,married,secondary,no,124,yes,no,cellular,31,jul,7/31/2015,81,5,Life Insurance,-1,0,unknown,no
5-1469-3941X,1469,38,management,married,tertiary,no,0,yes,no,cellular,13,may,5/13/2015,537,5,Life Insurance,303,2,failure,no
5-1513-3942X,1513,27,admin.,single,secondary,no,3638,no,no,cellular,11,jul,7/11/2015,271,5,Life Insurance,-1,0,unknown,no
5-1514-3943X,1514,30,blue-collar,married,secondary,no,-99,yes,no,cellular,15,may,5/15/2015,144,5,Life Insurance,-1,0,unknown,no
5-1561-3944X,1561,52,management,married,tertiary,no,1339,yes,no,cellular,22,aug,8/22/2015,343,5,Life Insurance,-1,0,unknown,no
5-1588-3945X,1588,31,admin.,single,secondary,no,1306,yes,no,unknown,28,may,5/28/2015,217,5,Life Insurance,-1,0,unknown,no
5-1611-3946X,1611,49,blue-collar,married,primary,no,1019,yes,no,cellular,16,apr,4/16/2015,285,5,Life Insurance,-1,0,unknown,no
5-1622-3947X,1622,55,self-employed,married,secondary,no,203,yes,no,telephone,14,may,5/14/2015,9,5,Life Insurance,174,12,other,no
5-1680-3948X,1680,38,self-employed,married,secondary,no,279,yes,no,unknown,28,may,5/28/2015,110,5,Life Insurance,-1,0,unknown,no
5-1717-3949X,1717,51,technician,married,primary,no,1550,no,no,unknown,20,jun,6/20/2015,12,5,Life Insurance,-1,0,unknown,no
5-1758-3950X,1758,42,admin.,single,secondary,no,243,yes,no,unknown,14,may,5/14/2015,46,5,Life Insurance,-1,0,unknown,no
5-1760-3951X,1760,26,admin.,single,tertiary,no,3672,yes,no,unknown,29,may,5/29/2015,360,5,Life Insurance,-1,0,unknown,no
5-1875-3953X,1875,42,blue-collar,married,unknown,no,-406,yes,no,cellular,30,jul,7/30/2015,152,5,Life Insurance,-1,0,unknown,no
5-1885-3954X,1885,39,technician,married,secondary,no,-735,yes,no,cellular,30,jan,1/30/2015,144,5,Life Insurance,248,2,failure,no
5-1889-3955X,1889,34,blue-collar,single,secondary,no,-72,yes,no,cellular,7,jul,7/7/2015,273,5,Life Insurance,-1,0,unknown,no
5-1903-3956X,1903,34,technician,single,secondary,no,318,no,yes,cellular,25,jul,7/25/2015,239,5,Life Insurance,-1,0,unknown,no
5-1928-3957X,1928,71,retired,married,primary,no,4657,no,no,cellular,16,feb,2/16/2015,93,5,Life Insurance,-1,0,unknown,yes
5-1961-3958X,1961,40,blue-collar,married,primary,no,98,yes,no,unknown,2,jun,6/2/2015,193,5,Life Insurance,-1,0,unknown,no
5-1962-3959X,1962,38,blue-collar,married,primary,no,3419,yes,no,unknown,20,jun,6/20/2015,324,5,Life Insurance,-1,0,unknown,no
5-2032-3960X,2032,33,management,married,tertiary,no,4,yes,no,cellular,16,jul,7/16/2015,285,5,Life Insurance,-1,0,unknown,no
5-2034-3961X,2034,41,blue-collar,divorced,primary,no,664,no,yes,cellular,15,jul,7/15/2015,955,5,Life Insurance,-1,0,unknown,yes
5-2035-3962X,2035,42,technician,married,secondary,no,473,yes,no,cellular,7,jul,7/7/2015,216,5,Life Insurance,-1,0,unknown,no
5-2062-3963X,2062,31,services,married,secondary,no,-331,yes,no,unknown,23,may,5/23/2015,203,5,Life Insurance,-1,0,unknown,no
5-2088-3964X,2088,27,student,single,secondary,no,1566,no,no,cellular,30,jan,1/30/2015,164,5,Life Insurance,-1,0,unknown,no
5-2132-3965X,2132,35,housemaid,married,tertiary,no,1265,yes,no,cellular,15,may,5/15/2015,326,5,Life Insurance,179,4,failure,yes
5-2139-3966X,2139,27,technician,single,secondary,no,282,no,yes,cellular,9,jul,7/9/2015,676,5,Life Insurance,-1,0,unknown,no
5-2165-3967X,2165,38,services,married,secondary,no,497,yes,yes,unknown,19,may,5/19/2015,88,5,Life Insurance,-1,0,unknown,no
5-2190-3968X,2190,43,blue-collar,married,primary,no,778,yes,yes,unknown,15,may,5/15/2015,284,5,Life Insurance,-1,0,unknown,no
5-2228-3969X,2228,34,management,single,tertiary,no,6766,no,no,cellular,28,aug,8/28/2015,210,5,Life Insurance,-1,0,unknown,no
5-2248-3970X,2248,35,technician,married,secondary,no,94,yes,yes,unknown,14,may,5/14/2015,208,5,Life Insurance,-1,0,unknown,no
5-2324-3971X,2324,40,self-employed,married,secondary,no,2,no,no,cellular,22,aug,8/22/2015,197,5,Life Insurance,-1,0,unknown,no
5-2332-3972X,2332,37,technician,single,tertiary,no,1661,no,no,cellular,19,aug,8/19/2015,199,5,Life Insurance,-1,0,unknown,no
5-2335-3973X,2335,33,management,married,secondary,no,3132,yes,no,unknown,23,may,5/23/2015,350,5,Life Insurance,-1,0,unknown,no
5-2346-3974X,2346,26,services,single,secondary,no,512,yes,yes,cellular,30,jan,1/30/2015,206,5,Life Insurance,239,3,failure,no
5-2433-3975X,2433,33,technician,divorced,tertiary,no,39,no,no,cellular,19,aug,8/19/2015,123,5,Life Insurance,-1,0,unknown,no
5-2517-3976X,2517,30,management,married,tertiary,no,1882,yes,no,cellular,11,aug,8/11/2015,249,5,Life Insurance,-1,0,unknown,no
5-2535-3977X,2535,31,housemaid,married,primary,no,25,no,no,cellular,21,aug,8/21/2015,169,5,Life Insurance,-1,0,unknown,no
5-2558-3978X,2558,40,technician,divorced,secondary,no,-375,yes,no,cellular,13,may,5/13/2015,60,5,Life Insurance,-1,0,unknown,no
5-2562-3979X,2562,35,admin.,married,secondary,no,0,yes,no,cellular,20,apr,4/20/2015,18,5,Life Insurance,-1,0,unknown,no
5-2576-3980X,2576,45,blue-collar,married,secondary,no,827,yes,no,unknown,15,may,5/15/2015,319,5,Life Insurance,-1,0,unknown,no
5-2584-3981X,2584,52,technician,married,tertiary,no,2557,no,no,cellular,28,jan,1/28/2015,134,5,Life Insurance,204,2,success,yes
5-2607-3982X,2607,48,technician,married,unknown,no,5543,no,no,unknown,16,jun,6/16/2015,143,5,Life Insurance,-1,0,unknown,no
5-2629-3983X,2629,31,blue-collar,divorced,secondary,no,-452,yes,no,unknown,26,may,5/26/2015,182,5,Life Insurance,-1,0,unknown,no
5-2711-3984X,2711,44,services,divorced,secondary,no,0,yes,no,unknown,4,jun,6/4/2015,389,5,Life Insurance,-1,0,unknown,no
5-2724-3985X,2724,34,technician,single,tertiary,no,9851,yes,no,cellular,20,nov,11/20/2015,128,5,Life Insurance,-1,0,unknown,no
5-2755-3986X,2755,34,blue-collar,married,secondary,no,247,yes,yes,unknown,26,may,5/26/2015,193,5,Life Insurance,-1,0,unknown,no
5-2766-3987X,2766,53,retired,married,secondary,no,6095,yes,yes,cellular,14,may,5/14/2015,410,5,Life Insurance,-1,0,unknown,no
5-2821-3988X,2821,34,management,married,tertiary,no,1116,yes,no,cellular,25,jul,7/25/2015,53,5,Life Insurance,-1,0,unknown,no
5-2830-3989X,2830,27,blue-collar,married,secondary,no,818,yes,no,unknown,3,jun,6/3/2015,188,5,Life Insurance,-1,0,unknown,no
5-2831-3990X,2831,30,admin.,married,secondary,no,2678,yes,no,cellular,18,may,5/18/2015,23,5,Life Insurance,-1,0,unknown,no
5-2836-3991X,2836,37,management,married,tertiary,no,489,yes,no,cellular,7,aug,8/7/2015,205,5,Life Insurance,-1,0,unknown,no
5-2872-3992X,2872,32,management,married,tertiary,no,2431,yes,no,cellular,14,may,5/14/2015,646,5,Life Insurance,-1,0,unknown,yes
5-2910-3994X,2910,39,admin.,married,secondary,no,406,no,no,cellular,30,jul,7/30/2015,253,5,Life Insurance,-1,0,unknown,no
5-2914-3995X,2914,58,retired,married,secondary,no,413,no,no,cellular,27,aug,8/27/2015,104,5,Life Insurance,-1,0,unknown,no
5-2920-3996X,2920,44,management,married,tertiary,no,7635,no,no,cellular,21,aug,8/21/2015,719,5,Life Insurance,-1,0,unknown,no
5-2965-3997X,2965,41,blue-collar,married,primary,no,4,no,no,cellular,23,jul,7/23/2015,74,5,Life Insurance,-1,0,unknown,no
5-3000-3998X,3000,40,management,married,tertiary,no,294,yes,no,cellular,23,jul,7/23/2015,97,5,Life Insurance,-1,0,unknown,no
5-3003-3999X,3003,27,services,single,secondary,no,3354,yes,no,cellular,14,may,5/14/2015,493,5,Life Insurance,-1,0,unknown,no
5-3027-4000X,3027,39,management,divorced,tertiary,no,26,no,no,unknown,18,jun,6/18/2015,311,5,Life Insurance,-1,0,unknown,no
5-3032-4001X,3032,44,management,married,tertiary,no,332,yes,no,cellular,23,jul,7/23/2015,497,5,Life Insurance,-1,0,unknown,no
5-3049-4002X,3049,35,services,single,secondary,no,414,yes,no,cellular,20,apr,4/20/2015,11,5,Life Insurance,319,2,other,no
5-3076-4003X,3076,47,blue-collar,married,secondary,no,3285,no,no,cellular,31,jul,7/31/2015,248,5,Life Insurance,-1,0,unknown,no
5-3082-4004X,3082,52,technician,divorced,secondary,no,280,no,no,cellular,14,jul,7/14/2015,393,5,Life Insurance,-1,0,unknown,no
5-3132-4005X,3132,51,housemaid,married,secondary,no,260,no,no,cellular,27,aug,8/27/2015,316,5,Life Insurance,-1,0,unknown,no
5-3164-4006X,3164,31,technician,single,secondary,no,373,no,no,cellular,22,aug,8/22/2015,346,5,Life Insurance,-1,0,unknown,no
5-3261-4007X,3261,45,admin.,married,primary,no,542,no,no,cellular,11,may,5/11/2015,8,5,Life Insurance,350,3,other,no
5-3267-4008X,3267,45,blue-collar,married,secondary,no,192,yes,no,cellular,13,may,5/13/2015,154,5,Life Insurance,176,1,other,no
5-3323-4009X,3323,30,blue-collar,single,secondary,no,178,yes,no,unknown,20,may,5/20/2015,747,5,Life Insurance,-1,0,unknown,no
5-3331-4010X,3331,58,blue-collar,married,secondary,no,0,no,yes,cellular,14,apr,4/14/2015,101,5,Life Insurance,-1,0,unknown,no
5-3421-4011X,3421,36,management,single,tertiary,no,1283,no,no,cellular,18,aug,8/18/2015,92,5,Life Insurance,-1,0,unknown,no
5-3445-4012X,3445,42,technician,divorced,secondary,no,2974,yes,no,unknown,21,may,5/21/2015,187,5,Life Insurance,-1,0,unknown,no
5-3453-4013X,3453,31,admin.,married,secondary,no,0,yes,no,cellular,29,jul,7/29/2015,82,5,Life Insurance,-1,0,unknown,no
5-3465-4014X,3465,33,self-employed,single,secondary,no,238,yes,yes,cellular,5,feb,2/5/2015,45,5,Life Insurance,-1,0,unknown,no
5-3505-4015X,3505,48,management,married,tertiary,no,0,no,no,cellular,26,aug,8/26/2015,60,5,Life Insurance,-1,0,unknown,no
5-3531-4016X,3531,50,management,married,tertiary,no,112,yes,no,cellular,4,nov,11/4/2015,70,5,Life Insurance,85,5,other,no
5-3648-4017X,3648,36,management,single,secondary,no,0,no,no,cellular,13,aug,8/13/2015,333,5,Life Insurance,-1,0,unknown,no
5-3669-4018X,3669,27,technician,single,secondary,no,235,yes,no,cellular,12,may,5/12/2015,13,5,Life Insurance,-1,0,unknown,no
5-3713-4019X,3713,49,blue-collar,married,primary,no,1032,yes,no,unknown,2,jun,6/2/2015,41,5,Life Insurance,-1,0,unknown,no
5-3714-4020X,3714,32,blue-collar,married,secondary,no,119,no,no,cellular,4,may,5/4/2015,20,5,Life Insurance,-1,0,unknown,no
5-3718-4021X,3718,59,management,married,tertiary,no,1585,no,no,telephone,28,aug,8/28/2015,91,5,Life Insurance,-1,0,unknown,no
5-3878-4022X,3878,62,unknown,married,secondary,no,367,no,no,telephone,2,mar,3/2/2015,139,5,Life Insurance,-1,0,unknown,no
5-3930-4023X,3930,54,housemaid,married,unknown,no,0,no,no,cellular,14,apr,4/14/2015,94,5,Life Insurance,145,3,other,no
5-3935-4024X,3935,40,management,married,tertiary,no,8902,yes,no,cellular,14,aug,8/14/2015,464,5,Life Insurance,-1,0,unknown,no
5-3974-4025X,3974,25,technician,single,secondary,no,959,no,no,cellular,9,jul,7/9/2015,144,5,Life Insurance,-1,0,unknown,no
5-3988-4026X,3988,32,services,married,secondary,no,61,yes,no,cellular,8,jul,7/8/2015,529,5,Life Insurance,-1,0,unknown,no
5-3995-4027X,3995,54,entrepreneur,married,unknown,no,1956,no,no,cellular,19,nov,11/19/2015,221,5,Life Insurance,-1,0,unknown,no
5-4026-4028X,4026,41,blue-collar,married,secondary,no,1334,yes,no,cellular,20,apr,4/20/2015,234,5,Life Insurance,-1,0,unknown,no
5-4073-4029X,4073,45,blue-collar,married,primary,no,0,no,no,unknown,23,may,5/23/2015,574,5,Life Insurance,-1,0,unknown,no
5-4098-4030X,4098,46,technician,married,secondary,no,410,no,yes,cellular,21,nov,11/21/2015,162,5,Life Insurance,-1,0,unknown,no
5-4145-4031X,4145,29,blue-collar,married,secondary,no,358,no,no,cellular,21,jul,7/21/2015,88,5,Life Insurance,-1,0,unknown,no
5-4146-4032X,4146,52,blue-collar,married,primary,no,1141,yes,no,cellular,12,may,5/12/2015,22,5,Life Insurance,-1,0,unknown,no
5-4147-4033X,4147,40,technician,married,secondary,no,1259,no,no,unknown,20,may,5/20/2015,234,5,Life Insurance,-1,0,unknown,no
5-4154-4034X,4154,42,technician,married,secondary,no,440,yes,no,cellular,3,feb,2/3/2015,13,5,Life Insurance,-1,0,unknown,no
5-4267-4035X,4267,26,services,single,secondary,no,1700,yes,no,cellular,7,may,5/7/2015,13,5,Life Insurance,-1,0,unknown,no
5-4274-4036X,4274,40,management,married,secondary,no,99,no,no,cellular,9,feb,2/9/2015,15,5,Life Insurance,-1,0,unknown,no
5-4289-4037X,4289,44,technician,divorced,secondary,no,0,no,no,cellular,28,jul,7/28/2015,264,5,Life Insurance,-1,0,unknown,no
5-4312-4038X,4312,46,admin.,single,secondary,no,1790,yes,no,unknown,5,jun,6/5/2015,214,5,Life Insurance,-1,0,unknown,no
5-4359-4039X,4359,47,admin.,single,secondary,no,2540,no,no,cellular,18,nov,11/18/2015,110,5,Life Insurance,-1,0,unknown,no
5-4387-4040X,4387,39,management,divorced,tertiary,no,355,yes,no,cellular,25,aug,8/25/2015,313,5,Life Insurance,-1,0,unknown,no
5-4404-4041X,4404,39,housemaid,married,primary,no,267,no,no,unknown,9,jun,6/9/2015,1151,5,Life Insurance,-1,0,unknown,no
5-4406-4042X,4406,51,technician,married,secondary,no,463,yes,no,unknown,13,may,5/13/2015,213,5,Life Insurance,-1,0,unknown,no
5-4409-4043X,4409,28,blue-collar,married,secondary,no,131,yes,no,unknown,12,may,5/12/2015,147,5,Life Insurance,-1,0,unknown,no
5-4469-4044X,4469,42,housemaid,married,primary,no,1,yes,no,telephone,28,jul,7/28/2015,59,5,Life Insurance,-1,0,unknown,no
5-4477-4045X,4477,42,management,married,tertiary,no,603,yes,no,cellular,5,nov,11/5/2015,298,5,Life Insurance,-1,0,unknown,no
5-4490-4046X,4490,45,management,married,tertiary,no,6945,no,no,cellular,5,aug,8/5/2015,131,5,Life Insurance,356,3,failure,no
5-4516-4047X,4516,32,services,single,secondary,no,473,yes,no,cellular,7,jul,7/7/2015,624,5,Life Insurance,-1,0,unknown,no
5-4517-4048X,4517,33,services,married,secondary,no,-333,yes,no,cellular,30,jul,7/30/2015,329,5,Life Insurance,-1,0,unknown,no
6-34-4049X,34,32,management,single,tertiary,no,2536,yes,no,cellular,26,aug,8/26/2015,958,6,Life Insurance,-1,0,unknown,yes
6-78-4050X,78,40,technician,single,secondary,no,591,no,yes,cellular,14,aug,8/14/2015,87,6,Life Insurance,-1,0,unknown,no
6-111-4051X,111,21,student,single,secondary,no,2488,no,no,cellular,30,jun,6/30/2015,258,6,Life Insurance,169,3,success,yes
6-191-4052X,191,49,blue-collar,married,primary,no,0,yes,yes,telephone,23,jul,7/23/2015,97,6,Life Insurance,-1,0,unknown,no
6-231-4053X,231,52,unknown,married,secondary,no,142,no,no,cellular,25,aug,8/25/2015,112,6,Life Insurance,-1,0,unknown,no
6-270-4054X,270,56,services,divorced,secondary,no,1007,no,no,cellular,29,jul,7/29/2015,88,6,Life Insurance,-1,0,unknown,no
6-284-4055X,284,42,admin.,divorced,secondary,no,63,no,no,unknown,16,may,5/16/2015,88,6,Life Insurance,-1,0,unknown,no
6-285-4056X,285,40,student,married,secondary,no,260,no,no,unknown,20,jun,6/20/2015,197,6,Life Insurance,-1,0,unknown,no
6-293-4057X,293,53,services,married,secondary,no,4994,no,no,cellular,18,aug,8/18/2015,62,6,Life Insurance,-1,0,unknown,no
6-318-4058X,318,50,admin.,married,primary,no,276,no,yes,unknown,17,jun,6/17/2015,641,6,Life Insurance,-1,0,unknown,no
6-331-4059X,331,37,admin.,married,secondary,no,121,no,no,cellular,22,jul,7/22/2015,22,6,Life Insurance,-1,0,unknown,no
6-334-4060X,334,32,services,married,primary,no,228,yes,no,cellular,21,jul,7/21/2015,1017,6,Life Insurance,-1,0,unknown,yes
6-361-4061X,361,36,management,single,tertiary,no,339,no,no,cellular,21,nov,11/21/2015,6,6,Life Insurance,-1,0,unknown,no
6-376-4062X,376,30,services,single,secondary,no,0,yes,no,cellular,18,may,5/18/2015,131,6,Life Insurance,363,9,failure,no
6-459-4063X,459,40,technician,single,secondary,no,641,no,no,cellular,16,jul,7/16/2015,156,6,Life Insurance,-1,0,unknown,no
6-494-4064X,494,46,admin.,married,secondary,no,22,no,no,cellular,26,aug,8/26/2015,388,6,Life Insurance,-1,0,unknown,yes
6-507-4065X,507,52,self-employed,single,primary,no,217,no,yes,cellular,15,jul,7/15/2015,193,6,Life Insurance,-1,0,unknown,no
6-546-4066X,546,35,blue-collar,married,primary,no,0,yes,no,cellular,24,jul,7/24/2015,90,6,Life Insurance,-1,0,unknown,no
6-586-4067X,586,43,management,divorced,tertiary,no,38,yes,no,cellular,25,jul,7/25/2015,197,6,Life Insurance,-1,0,unknown,no
6-655-4068X,655,58,retired,married,secondary,no,225,no,no,cellular,7,aug,8/7/2015,122,6,Life Insurance,-1,0,unknown,no
6-657-4069X,657,58,retired,divorced,primary,no,2538,yes,no,cellular,31,jul,7/31/2015,307,6,Life Insurance,-1,0,unknown,no
6-665-4070X,665,46,blue-collar,single,secondary,no,324,yes,no,unknown,30,may,5/30/2015,293,6,Life Insurance,-1,0,unknown,no
6-679-4071X,679,49,services,single,secondary,no,133,no,no,unknown,11,jun,6/11/2015,319,6,Life Insurance,-1,0,unknown,no
6-703-4072X,703,32,management,divorced,tertiary,no,874,no,no,cellular,12,aug,8/12/2015,1282,6,Life Insurance,-1,0,unknown,yes
6-715-4073X,715,56,management,single,tertiary,no,15311,no,no,cellular,29,apr,4/29/2015,157,6,Life Insurance,-1,0,unknown,no
